0,0,0,-0.178988327,-0.097276265,-0.319066148,-0.284046693,-0.315175097,-0.470817121,-0.194552529,-0.556420233,-0.182879377,-0.486381323,-0.206225681,-0.723735409,-0.206225681,-0.86770428,-0.194552529,-1,-0.054474708,-0.478599222,-0.101167315,-0.634241245,-0.128404669,-0.443579767,-0.124513619,-0.307392996,0.070038911,-0.447470817,0.023346304,-0.568093385,-0.023346304,-0.381322957,-0.023346304,-0.26459144,0.206225681,-0.392996109,0.155642023,-0.517509728,0.093385214,-0.40077821,0.081712062,-0.307392996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.17254902,-0.094117647,-0.309803922,-0.282352941,-0.301960784,-0.466666667,-0.17254902,-0.556862745,-0.164705882,-0.490196078,-0.188235294,-0.729411765,-0.188235294,-0.870588235,-0.180392157,-1,-0.039215686,-0.482352941,-0.08627451,-0.639215686,-0.117647059,-0.435294118,-0.109803922,-0.294117647,0.08627451,-0.447058824,0.039215686,-0.57254902,-0.007843137,-0.380392157,-0.011764706,-0.258823529,0.223529412,-0.392156863,0.168627451,-0.521568627,0.105882353,-0.403921569,0.090196078,-0.305882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.176470588,-0.094117647,-0.317647059,-0.274509804,-0.31372549,-0.458823529,-0.196078431,-0.556862745,-0.176470588,-0.494117647,-0.192156863,-0.729411765,-0.196078431,-0.874509804,-0.188235294,-1,-0.047058824,-0.482352941,-0.090196078,-0.635294118,-0.117647059,-0.443137255,-0.109803922,-0.305882353,0.078431373,-0.447058824,0.031372549,-0.568627451,-0.007843137,-0.380392157,-0.011764706,-0.258823529,0.215686275,-0.396078431,0.160784314,-0.521568627,0.101960784,-0.407843137,0.090196078,-0.309803922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.16988417,-0.092664093,-0.308880309,-0.277992278,-0.308880309,-0.455598456,-0.189189189,-0.548262548,-0.162162162,-0.494208494,-0.185328185,-0.725868726,-0.189189189,-0.868725869,-0.181467181,-1,-0.038610039,-0.482625483,-0.092664093,-0.637065637,-0.123552124,-0.436293436,-0.115830116,-0.301158301,0.084942085,-0.447876448,0.030888031,-0.575289575,-0.015444015,-0.386100386,-0.019305019,-0.27027027,0.216216216,-0.393822394,0.162162162,-0.525096525,0.1003861,-0.409266409,0.088803089,-0.312741313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.177165354,-0.090551181,-0.318897638,-0.271653543,-0.318897638,-0.456692913,-0.196850394,-0.551181102,-0.177165354,-0.496062992,-0.200787402,-0.728346457,-0.204724409,-0.87007874,-0.196850394,-1,-0.047244094,-0.484251969,-0.098425197,-0.633858268,-0.122047244,-0.433070866,-0.114173228,-0.295275591,0.07480315,-0.448818898,0.027559055,-0.566929134,-0.015748031,-0.377952756,-0.011811024,-0.255905512,0.212598425,-0.393700787,0.157480315,-0.515748031,0.098425197,-0.401574803,0.090551181,-0.303149606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.175097276,-0.085603113,-0.311284047,-0.276264591,-0.311284047,-0.459143969,-0.186770428,-0.548638132,-0.167315175,-0.490272374,-0.190661479,-0.723735409,-0.19844358,-0.86770428,-0.186770428,-1,-0.038910506,-0.478599222,-0.085603113,-0.630350195,-0.116731518,-0.428015564,-0.116731518,-0.287937743,0.085603113,-0.443579767,0.042801556,-0.571984436,-0.007782101,-0.381322957,-0.015564202,-0.256809339,0.217898833,-0.389105058,0.175097276,-0.517509728,0.108949416,-0.404669261,0.093385214,-0.307392996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.175097276,-0.085603113,-0.319066148,-0.272373541,-0.322957198,-0.455252918,-0.19844358,-0.548638132,-0.175097276,-0.486381323,-0.19844358,-0.723735409,-0.20233463,-0.86770428,-0.194552529,-1,-0.046692607,-0.478599222,-0.093385214,-0.634241245,-0.124513619,-0.435797665,-0.120622568,-0.291828794,0.077821012,-0.443579767,0.027237354,-0.568093385,-0.019455253,-0.381322957,-0.023346304,-0.252918288,0.214007782,-0.392996109,0.159533074,-0.517509728,0.097276265,-0.404669261,0.081712062,-0.303501946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.178294574,-0.089147287,-0.321705426,-0.271317829,-0.321705426,-0.453488372,-0.19379845,-0.53875969,-0.170542636,-0.492248062,-0.19379845,-0.724806202,-0.19379845,-0.868217054,-0.182170543,-1,-0.046511628,-0.480620155,-0.093023256,-0.635658915,-0.131782946,-0.445736434,-0.127906977,-0.30620155,0.07751938,-0.449612403,0.031007752,-0.569767442,-0.015503876,-0.38372093,-0.023255814,-0.255813953,0.217054264,-0.395348837,0.166666667,-0.523255814,0.100775194,-0.406976744,0.081395349,-0.30620155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.176470588,-0.094117647,-0.317647059,-0.28627451,-0.31372549,-0.470588235,-0.184313725,-0.556862745,-0.164705882,-0.490196078,-0.192156863,-0.725490196,-0.196078431,-0.870588235,-0.188235294,-1,-0.043137255,-0.482352941,-0.094117647,-0.639215686,-0.125490196,-0.439215686,-0.117647059,-0.294117647,0.082352941,-0.450980392,0.02745098,-0.576470588,-0.015686275,-0.380392157,-0.015686275,-0.254901961,0.215686275,-0.396078431,0.156862745,-0.529411765,0.098039216,-0.407843137,0.08627451,-0.309803922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,-0.170542636,-0.093023256,-0.317829457,-0.282945736,-0.321705426,-0.468992248,-0.197674419,-0.554263566,-0.174418605,-0.480620155,-0.201550388,-0.724806202,-0.213178295,-0.872093023,-0.209302326,-1,-0.050387597,-0.472868217,-0.096899225,-0.627906977,-0.127906977,-0.445736434,-0.124031008,-0.30620155,0.073643411,-0.445736434,0.023255814,-0.569767442,-0.023255814,-0.395348837,-0.023255814,-0.263565891,0.209302326,-0.395348837,0.15503876,-0.527131783,0.093023256,-0.42248062,0.073643411,-0.321705426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
